filename,value,digits,length,width,height,box
86905.png,4222,"[4, 2, 2, 2]",4,74,28,"[10, 4, 55, 24]"
86906.png,39,"[3, 9]",2,92,56,"[18, 7, 54, 42]"
86907.png,466,"[4, 6, 6]",3,144,83,"[23, 12, 102, 69]"
86908.png,326,"[3, 2, 6]",3,116,71,"[5, 14, 94, 61]"
86909.png,153,"[1, 5, 3]",3,109,55,"[16, 14, 83, 41]"
86910.png,286,"[2, 8, 6]",3,81,40,"[7, 1, 62, 35]"
86911.png,101,"[1, 0, 1]",3,66,64,"[10, 10, 49, 49]"
86912.png,167,"[1, 6, 7]",3,88,40,"[18, 11, 42, 35]"
86913.png,105,"[1, 0, 5]",3,130,54,"[49, 13, 82, 41]"
86914.png,271,"[2, 7, 1]",3,35,34,"[3, 5, 30, 29]"
86915.png,2,[2],1,108,48,"[52, 11, 69, 40]"
86916.png,19,"[1, 9]",2,98,41,"[32, 6, 67, 38]"
86917.png,12,"[1, 2]",2,118,71,"[27, 7, 73, 60]"
86918.png,30,"[3, 0]",2,77,33,"[28, 7, 53, 27]"
86919.png,324,"[3, 2, 4]",3,57,42,"[5, 1, 48, 36]"
86920.png,39,"[3, 9]",2,47,41,"[6, 6, 34, 37]"
86921.png,22,"[2, 2]",2,61,50,"[11, 9, 46, 41]"
86922.png,113,"[1, 1, 3]",3,116,68,"[17, 4, 89, 60]"
86923.png,1955,"[1, 9, 5, 5]",4,149,39,"[6, 1, 121, 37]"
86924.png,123,"[1, 2, 3]",3,104,70,"[15, 15, 76, 56]"
86925.png,46,"[4, 6]",2,123,69,"[41, 5, 103, 63]"
86926.png,121,"[1, 2, 1]",3,81,55,"[5, 2, 60, 51]"
86927.png,74,"[7, 4]",2,37,33,"[11, 6, 28, 29]"
86928.png,2935,"[2, 9, 3, 5]",4,67,42,"[10, 3, 50, 36]"
86929.png,155,"[1, 5, 5]",3,72,27,"[24, 6, 49, 24]"
86930.png,4,[4],1,46,23,"[19, 5, 28, 18]"
86931.png,66,"[6, 6]",2,90,37,"[30, 7, 62, 31]"
86932.png,73,"[7, 3]",2,215,166,"[32, 37, 147, 131]"
86933.png,7,[7],1,54,28,"[21, 5, 33, 25]"
86934.png,2100,"[2, 1, 0, 0]",4,191,82,"[9, 4, 147, 77]"
86935.png,7,[7],1,103,55,"[35, 10, 61, 48]"
86936.png,20,"[2, 0]",2,91,42,"[33, 7, 58, 33]"
86937.png,878,"[8, 7, 8]",3,115,63,"[20, 14, 79, 59]"
86938.png,28,"[2, 8]",2,68,55,"[12, 8, 49, 50]"
86939.png,113,"[1, 1, 3]",3,66,51,"[7, 2, 51, 46]"
86940.png,41,"[4, 1]",2,97,47,"[39, 11, 64, 34]"
86941.png,34,"[3, 4]",2,87,40,"[34, 11, 53, 33]"
86942.png,107,"[1, 0, 7]",3,309,189,"[74, 50, 157, 133]"
86943.png,118,"[1, 1, 8]",3,139,92,"[14, 2, 105, 82]"
86944.png,321,"[3, 2, 1]",3,156,88,"[22, 3, 122, 81]"
86945.png,166,"[1, 6, 6]",3,83,42,"[5, 3, 60, 41]"
86946.png,674,"[6, 7, 4]",3,76,47,"[15, 9, 50, 39]"
86947.png,86,"[8, 6]",2,29,38,"[2, 3, 24, 35]"
86948.png,84,"[8, 4]",2,45,36,"[4, 7, 36, 33]"
86949.png,5369,"[5, 3, 6, 9]",4,95,42,"[10, 4, 75, 34]"
86950.png,237,"[2, 3, 7]",3,102,86,"[25, 22, 80, 63]"
86951.png,12,"[1, 2]",2,67,48,"[14, 4, 45, 37]"
86952.png,2460,"[2, 4, 6, 0]",4,99,49,"[4, 3, 75, 49]"
86953.png,79,"[7, 9]",2,71,34,"[27, 8, 46, 29]"
86954.png,165,"[1, 6, 5]",3,65,37,"[9, 9, 48, 29]"
86955.png,234,"[2, 3, 4]",3,49,35,"[7, 3, 40, 33]"
86956.png,530,"[5, 3, 0]",3,71,56,"[6, 16, 54, 46]"
86957.png,132,"[1, 3, 2]",3,105,69,"[28, 15, 68, 58]"
86958.png,175,"[1, 7, 5]",3,84,55,"[9, 11, 62, 47]"
86959.png,107,"[1, 0, 7]",3,103,41,"[34, 11, 68, 33]"
86960.png,3877,"[3, 8, 7, 7]",4,76,51,"[7, 5, 60, 52]"
86961.png,47,"[4, 7]",2,35,29,"[7, 3, 27, 24]"
86962.png,567,"[5, 6, 7]",3,93,65,"[9, 5, 75, 65]"
86963.png,439,"[4, 3, 9]",3,97,37,"[34, 9, 63, 29]"
86964.png,201,"[2, 0, 1]",3,279,161,"[29, 12, 178, 144]"
86965.png,155,"[1, 5, 5]",3,41,26,"[7, 2, 27, 24]"
86966.png,75,"[7, 5]",2,198,162,"[47, 26, 132, 135]"
86967.png,26,"[2, 6]",2,80,34,"[30, 7, 51, 27]"
86968.png,43,"[4, 3]",2,119,49,"[43, 10, 77, 45]"
86969.png,30,"[3, 0]",2,52,33,"[4, 6, 36, 32]"
86970.png,643,"[6, 4, 3]",3,189,112,"[13, 14, 149, 95]"
86971.png,5,[5],1,65,57,"[32, 11, 47, 43]"
86972.png,8,[8],1,96,50,"[37, 8, 61, 42]"
86973.png,135,"[1, 3, 5]",3,165,96,"[6, 1, 129, 101]"
86974.png,49,"[4, 9]",2,172,96,"[62, 11, 109, 79]"
86975.png,270,"[2, 7, 0]",3,79,49,"[10, 4, 58, 39]"
86976.png,10830,"[1, 0, 8, 3, 0]",5,199,68,"[35, 11, 127, 53]"
86977.png,155,"[1, 5, 5]",3,70,43,"[18, 11, 45, 32]"
86978.png,34,"[3, 4]",2,139,84,"[27, 10, 97, 71]"
86979.png,288,"[2, 8, 8]",3,104,76,"[19, 6, 75, 66]"
86980.png,381,"[3, 8, 1]",3,61,42,"[5, 6, 57, 36]"
86981.png,6,[6],1,105,57,"[41, 8, 64, 47]"
86982.png,13,"[1, 3]",2,69,30,"[24, 7, 45, 25]"
86983.png,28,"[2, 8]",2,58,56,"[9, 7, 44, 50]"
86984.png,13,"[1, 3]",2,113,112,"[13, 15, 73, 88]"
86985.png,228,"[2, 2, 8]",3,106,65,"[11, 15, 85, 54]"
86986.png,329,"[3, 2, 9]",3,121,72,"[16, 8, 99, 56]"
86987.png,110,"[1, 1, 0]",3,104,75,"[14, 6, 72, 65]"
86988.png,34,"[3, 4]",2,108,44,"[39, 5, 67, 39]"
86989.png,1010,"[1, 0, 1, 0]",4,105,70,"[18, 10, 63, 57]"
86990.png,281,"[2, 8, 1]",3,92,52,"[18, 8, 66, 48]"
86991.png,26,"[2, 6]",2,95,42,"[39, 10, 58, 39]"
86992.png,16,"[1, 6]",2,73,30,"[29, 9, 44, 23]"
86993.png,3,[3],1,138,84,"[61, 10, 95, 66]"
86994.png,7,[7],1,172,91,"[61, 10, 115, 81]"
86995.png,8,[8],1,112,63,"[33, 7, 60, 56]"
86996.png,980,"[9, 8, 0]",3,79,76,"[6, 14, 63, 58]"
86997.png,193,"[1, 9, 3]",3,41,36,"[7, 6, 30, 30]"
86998.png,336,"[3, 3, 6]",3,161,91,"[27, 3, 120, 80]"
86999.png,85,"[8, 5]",2,70,69,"[2, 2, 59, 60]"
87000.png,21,"[2, 1]",2,85,37,"[34, 8, 52, 28]"
87001.png,695,"[6, 9, 5]",3,79,55,"[9, 7, 62, 49]"
87002.png,0,"[0, 0]",2,410,218,"[108, 23, 301, 194]"
87003.png,434,"[4, 3, 4]",3,130,84,"[10, 17, 100, 70]"
87004.png,45,"[4, 5]",2,120,43,"[42, 12, 65, 33]"
87005.png,25,"[2, 5]",2,281,125,"[109, 23, 179, 103]"
87006.png,558,"[5, 5, 8]",3,90,55,"[8, 2, 77, 45]"
87007.png,43,"[4, 3]",2,124,71,"[20, 4, 86, 66]"
87008.png,200,"[2, 0, 0]",3,59,38,"[9, 2, 44, 35]"
87009.png,29,"[2, 9]",2,46,19,"[10, 1, 35, 19]"
87010.png,56,"[5, 6]",2,77,40,"[27, 13, 50, 38]"
87011.png,154,"[1, 5, 4]",3,117,70,"[18, 13, 89, 55]"
87012.png,28,"[2, 8]",2,50,37,"[1, 4, 39, 35]"
87013.png,79,"[7, 9]",2,89,75,"[13, 3, 70, 69]"
87014.png,480,"[4, 8, 0]",3,81,28,"[6, 3, 64, 27]"
87015.png,308,"[3, 0, 8]",3,156,83,"[23, 16, 106, 51]"
87016.png,597,"[5, 9, 7]",3,141,92,"[19, 13, 107, 77]"
87017.png,9,[9],1,73,37,"[31, 6, 45, 33]"
87018.png,152,"[1, 5, 2]",3,121,64,"[24, 16, 71, 43]"
87019.png,85,"[8, 5]",2,93,84,"[20, 17, 66, 69]"
87020.png,76,"[7, 6]",2,94,69,"[-1, 5, 67, 66]"
87021.png,183,"[1, 8, 3]",3,121,68,"[19, 6, 78, 58]"
87022.png,537,"[5, 3, 7]",3,115,55,"[17, 8, 80, 49]"
87023.png,281,"[2, 8, 1]",3,97,49,"[11, 5, 77, 43]"
87024.png,213,"[2, 1, 3]",3,146,147,"[3, 26, 122, 118]"
87025.png,17,"[1, 7]",2,72,35,"[22, 9, 41, 29]"
87026.png,53,"[5, 3]",2,39,29,"[6, 1, 24, 25]"
87027.png,37,"[3, 7]",2,36,26,"[6, 5, 27, 24]"
87028.png,322,"[3, 2, 2]",3,184,93,"[12, 16, 118, 79]"
87029.png,2077,"[2, 0, 7, 7]",4,74,49,"[10, 8, 55, 46]"
87030.png,1558,"[1, 5, 5, 8]",4,112,54,"[9, 1, 87, 48]"
87031.png,687,"[6, 8, 7]",3,76,34,"[14, 3, 47, 22]"
87032.png,1609,"[1, 6, 0, 9]",4,121,92,"[17, 19, 82, 62]"
87033.png,546,"[5, 4, 6]",3,147,78,"[19, 7, 105, 69]"
87034.png,4,[4],1,145,78,"[54, 10, 94, 70]"
87035.png,22,"[2, 2]",2,45,36,"[12, 6, 38, 32]"
87036.png,2505,"[2, 5, 0, 5]",4,123,46,"[13, 3, 88, 35]"
87037.png,131,"[1, 3, 1]",3,123,64,"[17, 3, 94, 64]"
87038.png,61,"[6, 1]",2,56,63,"[9, 9, 38, 49]"
87039.png,2100,"[2, 1, 0, 0]",4,151,89,"[22, 25, 121, 74]"
87040.png,190,"[1, 9, 0]",3,99,73,"[13, 23, 65, 53]"
87041.png,149,"[1, 4, 9]",3,85,42,"[18, 3, 58, 39]"
87042.png,660,"[6, 6, 0]",3,85,47,"[18, 8, 58, 40]"
87043.png,25,"[2, 5]",2,83,51,"[8, 4, 67, 52]"
87044.png,28,"[2, 8]",2,106,51,"[33, 5, 75, 47]"
87045.png,588,"[5, 8, 8]",3,112,64,"[15, 7, 80, 56]"
87046.png,213,"[2, 1, 3]",3,77,49,"[9, 10, 58, 42]"
87047.png,106,"[1, 0, 6]",3,81,62,"[27, 20, 56, 47]"
87048.png,5,[5],1,83,44,"[35, 10, 48, 35]"
87049.png,3215,"[3, 2, 1, 5]",4,145,68,"[11, 13, 116, 54]"
87050.png,285,"[2, 8, 5]",3,104,42,"[33, 8, 75, 37]"
87051.png,76,"[7, 6]",2,109,86,"[15, 7, 75, 79]"
87052.png,56,"[5, 6]",2,68,44,"[4, 4, 57, 41]"
87053.png,262,"[2, 6, 2]",3,82,50,"[11, 6, 60, 46]"
87054.png,32,"[3, 2]",2,81,30,"[27, 4, 54, 28]"
87055.png,12,"[1, 2]",2,67,43,"[11, 4, 45, 39]"
87056.png,716,"[7, 1, 6]",3,73,57,"[13, 5, 57, 49]"
87057.png,148,"[1, 4, 8]",3,81,56,"[10, 10, 60, 47]"
87058.png,597,"[5, 9, 7]",3,100,54,"[12, 4, 72, 47]"
87059.png,21,"[2, 1]",2,74,37,"[15, 4, 43, 30]"
87060.png,14,"[1, 4]",2,41,20,"[16, 3, 27, 20]"
87061.png,320,"[3, 2, 0]",3,201,133,"[17, 14, 153, 88]"
87062.png,451,"[4, 5, 1]",3,75,47,"[9, 7, 51, 39]"
87063.png,109,"[1, 0, 9]",3,140,99,"[18, 19, 103, 83]"
87064.png,1023,"[1, 0, 2, 3]",4,71,57,"[8, 9, 55, 47]"
87065.png,22,"[2, 2]",2,116,55,"[41, 12, 77, 42]"
87066.png,75,"[7, 5]",2,152,81,"[24, 5, 115, 83]"
87067.png,426,"[4, 2, 6]",3,66,44,"[8, 1, 52, 42]"
87068.png,16,"[1, 6]",2,153,63,"[55, 14, 86, 48]"
87069.png,121,"[1, 2, 1]",3,154,63,"[55, 13, 98, 51]"
87070.png,1368,"[1, 3, 6, 8]",4,75,41,"[9, 9, 64, 44]"
87071.png,161,"[1, 6, 1]",3,167,117,"[26, 28, 106, 85]"
87072.png,52,"[5, 2]",2,69,42,"[13, 4, 51, 38]"
87073.png,497,"[4, 9, 7]",3,53,29,"[7, 1, 42, 28]"
87074.png,327,"[3, 2, 7]",3,89,65,"[17, 11, 69, 53]"
87075.png,345,"[3, 4, 5]",3,137,79,"[30, 18, 85, 64]"
87076.png,267,"[2, 6, 7]",3,90,58,"[10, 10, 68, 49]"
87077.png,479,"[4, 7, 9]",3,77,68,"[18, 18, 49, 54]"
87078.png,386,"[3, 8, 6]",3,77,54,"[9, 11, 59, 43]"
87079.png,115,"[1, 1, 5]",3,132,100,"[36, 19, 87, 80]"
87080.png,699,"[6, 9, 9]",3,173,70,"[51, 9, 123, 57]"
87081.png,87,"[8, 7]",2,56,42,"[14, 5, 40, 37]"
87082.png,513,"[5, 1, 3]",3,63,61,"[1, 19, 45, 47]"
87083.png,19,"[1, 9]",2,118,98,"[18, 25, 74, 69]"
87084.png,174,"[1, 7, 4]",3,114,42,"[31, 6, 86, 36]"
87085.png,148,"[1, 4, 8]",3,251,105,"[89, 15, 163, 84]"
87086.png,141,"[1, 4, 1]",3,62,44,"[5, 4, 58, 41]"
87087.png,56,"[5, 6]",2,88,71,"[11, 5, 73, 64]"
87088.png,53,"[5, 3]",2,85,35,"[32, 8, 55, 31]"
87089.png,102,"[1, 0, 2]",3,132,67,"[18, 4, 94, 55]"
87090.png,488,"[4, 8, 8]",3,106,72,"[13, 5, 79, 57]"
87091.png,360,"[3, 6, 0]",3,55,26,"[8, 2, 37, 23]"
87092.png,19,"[1, 9]",2,63,50,"[6, 3, 50, 40]"
87093.png,260,"[2, 6, 0]",3,151,75,"[19, 9, 104, 70]"
87094.png,26,"[2, 6]",2,69,64,"[3, 9, 52, 55]"
87095.png,24,"[2, 4]",2,83,37,"[34, 8, 54, 31]"
87096.png,55,"[5, 5]",2,53,44,"[15, 13, 34, 33]"
87097.png,500,"[5, 0, 0]",3,167,110,"[15, 13, 125, 93]"
87098.png,235,"[2, 3, 5]",3,133,80,"[23, 10, 103, 64]"
87099.png,82,"[8, 2]",2,146,64,"[45, 12, 89, 53]"
87100.png,15,"[1, 5]",2,153,75,"[72, 15, 117, 60]"
87101.png,27,"[2, 7]",2,77,35,"[22, 3, 55, 32]"
87102.png,32,"[3, 2]",2,59,53,"[7, 3, 43, 47]"
87103.png,774,"[7, 7, 4]",3,71,41,"[7, 4, 45, 39]"
87104.png,923,"[9, 2, 3]",3,72,47,"[10, 6, 49, 40]"
87105.png,167,"[1, 6, 7]",3,58,40,"[12, 10, 39, 32]"
87106.png,66,"[6, 6]",2,125,56,"[47, 14, 80, 39]"
87107.png,445,"[4, 4, 5]",3,127,83,"[15, 13, 97, 68]"
87108.png,199,"[1, 9, 9]",3,121,79,"[10, 1, 102, 74]"
87109.png,7,[7],1,106,56,"[45, 20, 62, 40]"
87110.png,220,"[2, 2, 0]",3,104,65,"[12, 9, 72, 49]"
87111.png,271,"[2, 7, 1]",3,81,53,"[13, 1, 58, 46]"
87112.png,210,"[2, 1, 0]",3,71,37,"[10, 8, 55, 30]"
87113.png,193,"[1, 9, 3]",3,46,35,"[9, 7, 32, 28]"
87114.png,10,"[1, 0]",2,53,40,"[8, 5, 29, 32]"
87115.png,26,"[2, 6]",2,114,50,"[40, 11, 76, 41]"
87116.png,230,"[2, 3, 0]",3,130,92,"[20, 6, 94, 92]"
87117.png,2250,"[2, 2, 5, 0]",4,63,36,"[8, 8, 43, 29]"
87118.png,272,"[2, 7, 2]",3,154,85,"[12, 3, 142, 78]"
87119.png,165,"[1, 6, 5]",3,71,55,"[11, 12, 53, 42]"
87120.png,1053,"[1, 0, 5, 3]",4,114,68,"[10, 13, 86, 54]"
87121.png,173,"[1, 7, 3]",3,136,89,"[13, 21, 102, 69]"
87122.png,22,"[2, 2]",2,83,57,"[10, 6, 61, 51]"
87123.png,146,"[1, 4, 6]",3,124,78,"[19, 8, 88, 66]"
87124.png,290,"[2, 9, 0]",3,116,61,"[8, 7, 89, 54]"
87125.png,245,"[2, 4, 5]",3,147,93,"[18, 19, 108, 76]"
87126.png,28,"[2, 8]",2,102,47,"[38, 9, 66, 41]"
87127.png,71,"[7, 1]",2,83,70,"[20, 19, 56, 56]"
87128.png,313,"[3, 1, 3]",3,50,21,"[5, 0, 38, 21]"
87129.png,100,"[1, 0, 0]",3,60,37,"[6, 1, 48, 34]"
87130.png,150,"[1, 5, 0]",3,100,42,"[34, 9, 66, 33]"
87131.png,79,"[7, 9]",2,82,47,"[27, 1, 63, 47]"
87132.png,157,"[1, 5, 7]",3,104,76,"[20, 14, 71, 63]"
87133.png,349,"[3, 4, 9]",3,69,34,"[3, 4, 58, 33]"
87134.png,998,"[9, 9, 8]",3,133,124,"[3, 11, 104, 115]"
87135.png,4734,"[4, 7, 3, 4]",4,99,48,"[10, 9, 76, 40]"
87136.png,29,"[2, 9]",2,81,34,"[30, 6, 53, 33]"
87137.png,146,"[1, 4, 6]",3,89,44,"[11, 1, 67, 38]"
87138.png,1067,"[1, 0, 6, 7]",4,79,43,"[13, 9, 53, 37]"
87139.png,46,"[4, 6]",2,87,59,"[13, 3, 63, 53]"
87140.png,65,"[6, 5]",2,61,49,"[7, 4, 47, 44]"
87141.png,568,"[5, 6, 8]",3,119,55,"[11, 3, 91, 48]"
87142.png,186,"[1, 8, 6]",3,142,84,"[15, 15, 107, 70]"
87143.png,188,"[1, 8, 8]",3,57,44,"[10, 5, 39, 41]"
87144.png,57,"[5, 7]",2,75,84,"[13, 18, 52, 75]"
87145.png,136,"[1, 3, 6]",3,127,68,"[23, 13, 82, 54]"
87146.png,84,"[8, 4]",2,78,65,"[10, 13, 58, 54]"
87147.png,2,[2],1,43,38,"[12, 5, 26, 32]"
87148.png,228,"[2, 2, 8]",3,124,49,"[37, 8, 87, 42]"
87149.png,1442,"[1, 4, 4, 2]",4,89,45,"[14, 11, 50, 38]"
87150.png,842,"[8, 4, 2]",3,152,119,"[19, 20, 113, 99]"
87151.png,666,"[6, 6, 6]",3,83,50,"[8, 5, 59, 45]"
87152.png,84,"[8, 4]",2,38,21,"[7, 1, 29, 18]"
87153.png,5,[5],1,101,48,"[44, 11, 59, 42]"
87154.png,70,"[7, 0]",2,114,91,"[20, 11, 87, 78]"
87155.png,1029,"[1, 0, 2, 9]",4,48,27,"[1, 3, 39, 26]"
87156.png,180,"[1, 8, 0]",3,67,44,"[12, 6, 49, 38]"
87157.png,4370,"[4, 3, 7, 0]",4,95,59,"[13, 14, 70, 44]"
87158.png,291,"[2, 9, 1]",3,98,78,"[18, 17, 75, 60]"
87159.png,42,"[4, 2]",2,59,26,"[19, 6, 41, 21]"
87160.png,155,"[1, 5, 5]",3,78,49,"[9, 6, 62, 38]"
87161.png,103,"[1, 0, 3]",3,88,62,"[9, 11, 63, 48]"
87162.png,20,"[2, 0]",2,113,76,"[16, 6, 85, 69]"
87163.png,13,"[1, 3]",2,64,45,"[10, 2, 45, 40]"
87164.png,176,"[1, 7, 6]",3,111,62,"[14, 13, 71, 50]"
87165.png,197,"[1, 9, 7]",3,96,56,"[24, 15, 52, 43]"
87166.png,2571,"[2, 5, 7, 1]",4,97,49,"[10, 6, 65, 46]"
87167.png,146,"[1, 4, 6]",3,114,98,"[11, 12, 86, 82]"
87168.png,935,"[9, 3, 5]",3,75,48,"[10, 2, 59, 43]"
87169.png,2675,"[2, 6, 7, 5]",4,70,48,"[8, 6, 53, 41]"
87170.png,273,"[2, 7, 3]",3,139,110,"[18, 18, 101, 97]"
87171.png,254,"[2, 5, 4]",3,131,71,"[24, 2, 96, 64]"
87172.png,259,"[2, 5, 9]",3,82,50,"[10, 9, 63, 44]"
87173.png,1364,"[1, 3, 6, 4]",4,269,118,"[37, 24, 191, 95]"
87174.png,515,"[5, 1, 5]",3,98,59,"[7, 2, 89, 57]"
87175.png,763,"[7, 6, 3]",3,64,29,"[6, 1, 53, 28]"
87176.png,73,"[7, 3]",2,93,56,"[22, 11, 66, 46]"
87177.png,300,"[3, 0, 0]",3,187,112,"[26, 22, 138, 88]"
87178.png,4950,"[4, 9, 5, 0]",4,73,35,"[11, 7, 54, 29]"
87179.png,17,"[1, 7]",2,55,27,"[21, 5, 34, 23]"
87180.png,17,"[1, 7]",2,97,42,"[35, 9, 65, 39]"
87181.png,335,"[3, 3, 5]",3,117,51,"[19, 1, 84, 48]"
87182.png,465,"[4, 6, 5]",3,93,70,"[9, 12, 75, 56]"
87183.png,56,"[5, 6]",2,52,34,"[7, 1, 43, 33]"
87184.png,27,"[2, 7]",2,141,118,"[15, 16, 105, 103]"
87185.png,26,"[2, 6]",2,50,23,"[13, 0, 35, 22]"
87186.png,35,"[3, 5]",2,56,48,"[15, 10, 42, 36]"
87187.png,30,"[3, 0]",2,66,47,"[11, 1, 53, 38]"
87188.png,385,"[3, 8, 5]",3,124,62,"[11, 4, 93, 54]"
87189.png,76,"[7, 6]",2,27,23,"[4, 3, 20, 21]"
87190.png,2361,"[2, 3, 6, 1]",4,132,79,"[31, 15, 90, 66]"
87191.png,1765,"[1, 7, 6, 5]",4,91,62,"[14, 10, 62, 50]"
87192.png,197,"[1, 9, 7]",3,168,77,"[91, 21, 142, 60]"
87193.png,2,[2],1,39,43,"[7, 3, 27, 41]"
87194.png,151,"[1, 5, 1]",3,160,104,"[14, 11, 129, 92]"
87195.png,11,"[1, 1]",2,103,89,"[30, 14, 67, 73]"
87196.png,83,"[8, 3]",2,87,34,"[32, 8, 56, 26]"
87197.png,115,"[1, 1, 5]",3,89,70,"[7, 9, 64, 64]"
87198.png,23,"[2, 3]",2,63,40,"[8, 5, 36, 37]"
87199.png,62,"[6, 2]",2,101,75,"[19, 8, 61, 61]"
87200.png,843,"[8, 4, 3]",3,56,35,"[3, 4, 43, 29]"
87201.png,64,"[6, 4]",2,39,23,"[7, 3, 30, 22]"
87202.png,8,[8],1,119,82,"[69, 21, 92, 71]"
87203.png,241,"[2, 4, 1]",3,53,37,"[9, 5, 38, 31]"
87204.png,110,"[1, 1, 0]",3,86,60,"[15, 11, 60, 45]"
87205.png,24,"[2, 4]",2,60,55,"[12, 14, 46, 43]"
87206.png,900,"[9, 0, 0]",3,81,52,"[15, 8, 53, 48]"
87207.png,373,"[3, 7, 3]",3,36,23,"[4, 4, 28, 21]"
87208.png,316,"[3, 1, 6]",3,119,100,"[8, 12, 81, 91]"
87209.png,4540,"[4, 5, 4, 0]",4,114,54,"[8, 12, 89, 43]"
87210.png,7,[7],1,99,33,"[38, 7, 50, 29]"
87211.png,1238,"[1, 2, 3, 8]",4,69,36,"[12, 9, 48, 27]"
87212.png,28,"[2, 8]",2,67,34,"[26, 6, 45, 29]"
87213.png,554,"[5, 5, 4]",3,91,65,"[17, 16, 62, 52]"
87214.png,12,"[1, 2]",2,58,51,"[13, 8, 34, 40]"
87215.png,249,"[2, 4, 9]",3,91,60,"[14, 13, 66, 48]"
87216.png,217,"[2, 1, 7]",3,88,45,"[9, 3, 68, 40]"
87217.png,55,"[5, 5]",2,97,41,"[27, 6, 60, 34]"
87218.png,188,"[1, 8, 8]",3,144,62,"[31, 1, 96, 60]"
87219.png,63,"[6, 3]",2,84,69,"[14, 8, 77, 56]"
87220.png,173,"[1, 7, 3]",3,75,42,"[12, 7, 47, 35]"
87221.png,81,"[8, 1]",2,85,42,"[29, 1, 62, 41]"
87222.png,135,"[1, 3, 5]",3,100,46,"[7, 4, 79, 42]"
87223.png,29,"[2, 9]",2,43,33,"[5, 2, 32, 31]"
87224.png,637,"[6, 3, 7]",3,79,44,"[7, 4, 59, 41]"
87225.png,205,"[2, 0, 5]",3,192,75,"[41, 10, 121, 62]"
87226.png,4,"[0, 4]",2,66,49,"[26, 1, 53, 38]"
87227.png,502,"[5, 0, 2]",3,73,57,"[11, 9, 54, 51]"
87228.png,89,"[8, 9]",2,64,42,"[8, 6, 41, 41]"
87229.png,100,"[1, 0, 0]",3,139,79,"[25, 15, 88, 63]"
87230.png,393,"[3, 9, 3]",3,226,72,"[99, 11, 165, 65]"
87231.png,85,"[8, 5]",2,196,140,"[23, 8, 130, 119]"
87232.png,23,"[2, 3]",2,94,40,"[34, 8, 61, 33]"
87233.png,232,"[2, 3, 2]",3,40,20,"[13, 3, 35, 18]"
87234.png,123,"[1, 2, 3]",3,69,42,"[12, 10, 49, 36]"
87235.png,1215,"[1, 2, 1, 5]",4,87,65,"[7, 11, 71, 58]"
87236.png,1,[1],1,74,47,"[4, 7, 24, 41]"
87237.png,120,"[1, 2, 0]",3,30,16,"[-1, 1, 25, 16]"
87238.png,89,"[8, 9]",2,62,68,"[15, 9, 43, 61]"
87239.png,441,"[4, 4, 1]",3,114,44,"[40, 11, 75, 33]"
87240.png,119,"[1, 1, 9]",3,51,61,"[7, 14, 43, 48]"
87241.png,22,"[2, 2]",2,88,57,"[22, 8, 60, 47]"
87242.png,3001,"[3, 0, 0, 1]",4,84,49,"[11, 11, 62, 42]"
87243.png,72,"[7, 2]",2,61,67,"[18, 25, 39, 42]"
87244.png,35,"[3, 5]",2,62,40,"[11, 6, 45, 33]"
87245.png,61,"[6, 1]",2,48,40,"[9, 4, 30, 33]"
87246.png,216,"[2, 1, 6]",3,126,92,"[11, 21, 93, 71]"
87247.png,14,"[1, 4]",2,89,77,"[13, 9, 62, 70]"
87248.png,82,"[8, 2]",2,98,45,"[30, 4, 70, 43]"
87249.png,137,"[1, 3, 7]",3,77,55,"[9, 5, 56, 49]"
87250.png,75,"[7, 5]",2,103,85,"[21, 6, 76, 71]"
87251.png,3,[3],1,57,30,"[24, 5, 36, 25]"
87252.png,125,"[1, 2, 5]",3,86,68,"[12, 13, 61, 55]"
87253.png,1458,"[1, 4, 5, 8]",4,78,44,"[13, 8, 52, 34]"
87254.png,70,"[7, 0]",2,89,37,"[31, 9, 56, 29]"
87255.png,221,"[2, 2, 1]",3,34,26,"[3, 6, 23, 24]"
87256.png,123,"[1, 2, 3]",3,86,62,"[10, 11, 67, 54]"
87257.png,734,"[7, 3, 4]",3,94,44,"[10, 1, 76, 40]"
87258.png,402,"[4, 0, 2]",3,52,35,"[7, 4, 40, 30]"
87259.png,138,"[1, 3, 8]",3,67,51,"[12, 9, 41, 38]"
87260.png,276,"[2, 7, 6]",3,100,65,"[8, 7, 77, 58]"
87261.png,210,"[2, 1, 0]",3,76,37,"[12, 3, 54, 32]"
87262.png,24,"[2, 4]",2,108,49,"[39, 10, 72, 39]"
87263.png,8,[8],1,70,34,"[27, 8, 38, 29]"
87264.png,455,"[4, 5, 5]",3,146,92,"[15, 5, 114, 87]"
87265.png,83,"[8, 3]",2,99,48,"[34, 8, 61, 42]"
87266.png,108,"[1, 0, 8]",3,124,64,"[22, 6, 66, 54]"
87267.png,196,"[1, 9, 6]",3,137,78,"[8, 6, 109, 74]"
87268.png,42,"[4, 2]",2,39,21,"[17, 4, 33, 21]"
87269.png,515,"[5, 1, 5]",3,76,48,"[12, 6, 54, 40]"
87270.png,536,"[5, 3, 6]",3,149,70,"[14, 7, 114, 64]"
87271.png,78,"[7, 8]",2,46,43,"[8, 1, 33, 43]"
87272.png,210,"[2, 1, 0]",3,98,103,"[15, 18, 98, 87]"
87273.png,724,"[7, 2, 4]",3,95,61,"[16, 8, 67, 48]"
